time,depth,latitude,longitude,magnitude,event_id,version
2013-04-04 15:10:57.990,-110.0,40.5298333333,-112.141333333,1.56642857143,smi:local/425fd29b-a5a2-4a8f-b54b-e38ddddccc40,
2013-04-11 03:43:01.990,-1110.0,40.5425,-112.149833333,0.328571428571,smi:local/bd844f90-f9b6-4727-b927-961e3c1e701d,
2013-04-11 04:58:04.910,810.0,40.5368333333,-112.163833333,-0.04,,
2013-04-11 04:58:46.230,450.0,40.5261666667,-112.2135,0.3825,smi:local/3e6f9d88-0b38-41c6-bdfc-e02f06d2d45c,
2013-04-11 05:07:36.330,780.0,40.5398333333,-112.159,1.848125,smi:local/6c9b75f5-42aa-4763-9436-e8e3083f30ce,
2013-04-11 05:08:41.360,70.0,40.5335,-112.155833333,1.24333333333,smi:local/93e2caaf-02a5-4fe2-bd81-efd9bbc25eae,
2013-04-11 05:11:03.890,-2690.0,40.5315,-112.146666667,1.21333333333,smi:local/8f7529b0-0621-4825-b3fb-75485173ac62,
2013-04-11 05:16:12.350,2230.0,40.5356666667,-112.162833333,2.97244444444,smi:local/02468992-da3e-407b-b0bf-7b8450a2bbb0,
2013-04-11 06:06:42.760,-400.0,40.5426666667,-112.141,0.388,smi:local/467ae95b-1254-48fa-89c9-0d83440fd90e,
2013-04-11 07:30:02.040,-350.0,40.5385,-112.1375,0.58,smi:local/e670b379-3d0f-44b7-be02-8501ac51698f,
2013-04-11 08:05:49.000,1040.0,40.519,725.0,0.284,smi:local/5eb73a10-d783-4fe9-8134-8db0c0083319,
